instrumentid,loctimestamp,maturity,measure
DE0009652396QVEXP1D1,2007-11-30 00:00:00,30 days,0.206493
DE0009652396QVEXP1D1,2007-12-03 00:00:00,30 days,0.207316
DE0009652396QVEXP1D1,2007-12-04 00:00:00,30 days,0.218301
DE0009652396QVEXP1D1,2007-12-05 00:00:00,30 days,0.198482
DE0009652396QVEXP1D1,2007-12-06 00:00:00,30 days,0.197593
DE0009652396QVEXP1D1,2007-12-07 00:00:00,30 days,0.185541
DE0009652396QVEXP1D1,2007-12-10 00:00:00,30 days,0.193861
DE0009652396QVEXP1D1,2007-12-11 00:00:00,30 days,0.200014
DE0009652396QVEXP1D1,2007-12-12 00:00:00,30 days,0.185319
DE0009652396QVEXP1D1,2007-12-13 00:00:00,30 days,0.217453
DE0009652396QVEXP1D1,2007-12-14 00:00:00,30 days,0.209516
DE0009652396QVEXP1D1,2007-12-17 00:00:00,30 days,0.225233
DE0009652396QVEXP1D1,2007-12-18 00:00:00,30 days,0.213398
DE0009652396QVEXP1D1,2007-12-19 00:00:00,30 days,0.201896
DE0009652396QVEXP1D1,2007-12-20 00:00:00,30 days,0.190712
DE0009652396QVEXP1D1,2007-12-21 00:00:00,30 days,0.170775
DE0009652396QVEXP1D1,2007-12-27 00:00:00,30 days,0.185237
DE0009652396QVEXP1D1,2007-12-28 00:00:00,30 days,0.183049
DE0009652396QVEXP1D1,2008-01-02 00:00:00,30 days,0.21283
DE0009652396QVEXP1D1,2008-01-03 00:00:00,30 days,0.207359
DE0009652396QVEXP1D1,2008-01-04 00:00:00,30 days,0.222129
DE0009652396QVEXP1D1,2008-01-07 00:00:00,30 days,0.230117
DE0009652396QVEXP1D1,2008-01-08 00:00:00,30 days,0.218473
DE0009652396QVEXP1D1,2008-01-09 00:00:00,30 days,0.228671
DE0009652396QVEXP1D1,2008-01-10 00:00:00,30 days,0.22749
DE0009652396QVEXP1D1,2008-01-11 00:00:00,30 days,0.224126
DE0009652396QVEXP1D1,2008-01-14 00:00:00,30 days,0.225014
DE0009652396QVEXP1D1,2008-01-15 00:00:00,30 days,0.240471
DE0009652396QVEXP1D1,2008-01-16 00:00:00,30 days,0.242326
DE0009652396QVEXP1D1,2008-01-17 00:00:00,30 days,0.242452
DE0009652396QVEXP1D1,2008-01-18 00:00:00,30 days,0.255665
DE0009652396QVEXP1D1,2008-01-21 00:00:00,30 days,0.360058
DE0009652396QVEXP1D1,2008-01-22 00:00:00,30 days,0.346117
DE0009652396QVEXP1D1,2008-01-23 00:00:00,30 days,0.413559
DE0009652396QVEXP1D1,2008-01-24 00:00:00,30 days,0.354646
DE0009652396QVEXP1D1,2008-01-25 00:00:00,30 days,0.34446
DE0009652396QVEXP1D1,2008-01-28 00:00:00,30 days,0.344461
DE0009652396QVEXP1D1,2008-01-29 00:00:00,30 days,0.333548
DE0009652396QVEXP1D1,2008-01-30 00:00:00,30 days,0.338325
DE0009652396QVEXP1D1,2008-01-31 00:00:00,30 days,0.31228
DE0009652396QVEXP1D1,2008-02-01 00:00:00,30 days,0.282963
DE0009652396QVEXP1D1,2008-02-04 00:00:00,30 days,0.286795
DE0009652396QVEXP1D1,2008-02-05 00:00:00,30 days,0.337896
DE0009652396QVEXP1D1,2008-02-06 00:00:00,30 days,0.324084
DE0009652396QVEXP1D1,2008-02-07 00:00:00,30 days,0.339026
DE0009652396QVEXP1D1,2008-02-08 00:00:00,30 days,0.338526
DE0009652396QVEXP1D1,2008-02-11 00:00:00,30 days,0.357372
DE0009652396QVEXP1D1,2008-02-12 00:00:00,30 days,0.332806
DE0009652396QVEXP1D1,2008-02-13 00:00:00,30 days,0.345971
DE0009652396QVEXP1D1,2008-02-14 00:00:00,30 days,0.389013
DE0009652396QVEXP1D1,2008-02-20 00:00:00,30 days,0.285378
DE0009652396QVEXP1D1,2008-02-21 00:00:00,30 days,0.277876
DE0009652396QVEXP1D1,2008-02-22 00:00:00,30 days,0.283068
DE0009652396QVEXP1D1,2008-02-25 00:00:00,30 days,0.274786
DE0009652396QVEXP1D1,2008-02-26 00:00:00,30 days,0.255114
DE0009652396QVEXP1D1,2008-02-27 00:00:00,30 days,0.249351
DE0009652396QVEXP1D1,2008-02-28 00:00:00,30 days,0.25727
DE0009652396QVEXP1D1,2008-02-29 00:00:00,30 days,0.284953
DE0009652396QVEXP1D1,2008-03-03 00:00:00,30 days,0.311434
DE0009652396QVEXP1D1,2008-03-04 00:00:00,30 days,0.316728
DE0009652396QVEXP1D1,2008-03-05 00:00:00,30 days,0.300073
DE0009652396QVEXP1D1,2008-03-06 00:00:00,30 days,0.307845
DE0009652396QVEXP1D1,2008-03-07 00:00:00,30 days,0.317011
DE0009652396QVEXP1D1,2008-03-10 00:00:00,30 days,0.324632
DE0009652396QVEXP1D1,2008-03-11 00:00:00,30 days,0.30039
DE0009652396QVEXP1D1,2008-03-12 00:00:00,30 days,0.290996
DE0009652396QVEXP1D1,2008-03-13 00:00:00,30 days,0.30407
DE0009652396QVEXP1D1,2008-03-14 00:00:00,30 days,0.32609
DE0009652396QVEXP1D1,2008-03-17 00:00:00,30 days,0.38442
DE0009652396QVEXP1D1,2008-03-18 00:00:00,30 days,0.332746
DE0009652396QVEXP1D1,2008-03-19 00:00:00,30 days,0.313329
DE0009652396QVEXP1D1,2008-03-20 00:00:00,30 days,0.303616
DE0009652396QVEXP1D1,2008-03-25 00:00:00,30 days,0.289103
DE0009652396QVEXP1D1,2008-03-26 00:00:00,30 days,0.28904
DE0009652396QVEXP1D1,2008-03-27 00:00:00,30 days,0.273089
DE0009652396QVEXP1D1,2008-03-28 00:00:00,30 days,0.263766
DE0009652396QVEXP1D1,2008-03-31 00:00:00,30 days,0.27636
DE0009652396QVEXP1D1,2008-04-01 00:00:00,30 days,0.251865
DE0009652396QVEXP1D1,2008-04-02 00:00:00,30 days,0.252148
DE0009652396QVEXP1D1,2008-04-03 00:00:00,30 days,0.258483
DE0009652396QVEXP1D1,2008-04-04 00:00:00,30 days,0.245299
DE0009652396QVEXP1D1,2008-04-07 00:00:00,30 days,0.243338
DE0009652396QVEXP1D1,2008-04-08 00:00:00,30 days,0.250689
DE0009652396QVEXP1D1,2008-04-09 00:00:00,30 days,0.255298
DE0009652396QVEXP1D1,2008-04-10 00:00:00,30 days,0.244871
DE0009652396QVEXP1D1,2008-04-11 00:00:00,30 days,0.258131
DE0009652396QVEXP1D1,2008-04-14 00:00:00,30 days,0.267747
DE0009652396QVEXP1D1,2008-04-15 00:00:00,30 days,0.254989
DE0009652396QVEXP1D1,2008-04-16 00:00:00,30 days,0.228846
DE0009652396QVEXP1D1,2008-04-17 00:00:00,30 days,0.230456
DE0009652396QVEXP1D1,2008-04-18 00:00:00,30 days,0.217003
DE0009652396QVEXP1D1,2008-04-21 00:00:00,30 days,0.225974
DE0009652396QVEXP1D1,2008-04-22 00:00:00,30 days,0.231325
DE0009652396QVEXP1D1,2008-04-23 00:00:00,30 days,0.222325
DE0009652396QVEXP1D1,2008-04-24 00:00:00,30 days,0.214816
DE0009652396QVEXP1D1,2008-04-25 00:00:00,30 days,0.212424
DE0009652396QVEXP1D1,2008-04-28 00:00:00,30 days,0.215243
DE0009652396QVEXP1D1,2008-04-29 00:00:00,30 days,0.220932
DE0009652396QVEXP1D1,2008-04-30 00:00:00,30 days,0.213792
DE0009652396QVEXP1D1,2008-05-02 00:00:00,30 days,0.207112
DE0009652396QVEXP1D1,2008-05-05 00:00:00,30 days,0.214052
DE0009652396QVEXP1D1,2008-05-06 00:00:00,30 days,0.218234
DE0009652396QVEXP1D1,2008-05-07 00:00:00,30 days,0.214123
DE0009652396QVEXP1D1,2008-05-08 00:00:00,30 days,0.224601
DE0009652396QVEXP1D1,2008-05-09 00:00:00,30 days,0.235678
DE0009652396QVEXP1D1,2008-05-12 00:00:00,30 days,0.257736
DE0009652396QVEXP1D1,2008-05-13 00:00:00,30 days,0.261722
DE0009652396QVEXP1D1,2008-05-14 00:00:00,30 days,0.267162
DE0009652396QVEXP1D1,2008-05-15 00:00:00,30 days,0.310389
DE0009652396QVEXP1D1,2008-05-21 00:00:00,30 days,0.200808
DE0009652396QVEXP1D1,2008-05-22 00:00:00,30 days,0.195779
DE0009652396QVEXP1D1,2008-05-23 00:00:00,30 days,0.214539
DE0009652396QVEXP1D1,2008-05-26 00:00:00,30 days,0.218396
DE0009652396QVEXP1D1,2008-05-27 00:00:00,30 days,0.217238
DE0009652396QVEXP1D1,2008-05-28 00:00:00,30 days,0.208011
DE0009652396QVEXP1D1,2008-05-29 00:00:00,30 days,0.198823
DE0009652396QVEXP1D1,2008-05-30 00:00:00,30 days,0.196166
DE0009652396QVEXP1D1,2008-06-02 00:00:00,30 days,0.217255
DE0009652396QVEXP1D1,2008-06-03 00:00:00,30 days,0.215227
DE0009652396QVEXP1D1,2008-06-04 00:00:00,30 days,0.219856
DE0009652396QVEXP1D1,2008-06-05 00:00:00,30 days,0.216698
DE0009652396QVEXP1D1,2008-06-06 00:00:00,30 days,0.239623
DE0009652396QVEXP1D1,2008-06-09 00:00:00,30 days,0.255842
DE0009652396QVEXP1D1,2008-06-10 00:00:00,30 days,0.249047
DE0009652396QVEXP1D1,2008-06-11 00:00:00,30 days,0.258786
DE0009652396QVEXP1D1,2008-06-12 00:00:00,30 days,0.240067
DE0009652396QVEXP1D1,2008-06-13 00:00:00,30 days,0.234994
DE0009652396QVEXP1D1,2008-06-16 00:00:00,30 days,0.238759
DE0009652396QVEXP1D1,2008-06-17 00:00:00,30 days,0.227901
DE0009652396QVEXP1D1,2008-06-18 00:00:00,30 days,0.233148
DE0009652396QVEXP1D1,2008-06-19 00:00:00,30 days,0.230618
DE0009652396QVEXP1D1,2008-06-20 00:00:00,30 days,0.241601
DE0009652396QVEXP1D1,2008-06-23 00:00:00,30 days,0.23286
DE0009652396QVEXP1D1,2008-06-24 00:00:00,30 days,0.238298
DE0009652396QVEXP1D1,2008-06-25 00:00:00,30 days,0.221981
DE0009652396QVEXP1D1,2008-06-26 00:00:00,30 days,0.248494
DE0009652396QVEXP1D1,2008-06-27 00:00:00,30 days,0.254756
DE0009652396QVEXP1D1,2008-06-30 00:00:00,30 days,0.25478
DE0009652396QVEXP1D1,2008-07-01 00:00:00,30 days,0.272706
DE0009652396QVEXP1D1,2008-07-02 00:00:00,30 days,0.269614
DE0009652396QVEXP1D1,2008-07-03 00:00:00,30 days,0.265706
DE0009652396QVEXP1D1,2008-07-04 00:00:00,30 days,0.275339
DE0009652396QVEXP1D1,2008-07-07 00:00:00,30 days,0.265153
DE0009652396QVEXP1D1,2008-07-08 00:00:00,30 days,0.276054
DE0009652396QVEXP1D1,2008-07-09 00:00:00,30 days,0.262438
DE0009652396QVEXP1D1,2008-07-10 00:00:00,30 days,0.285
DE0009652396QVEXP1D1,2008-07-11 00:00:00,30 days,0.30373
DE0009652396QVEXP1D1,2008-07-14 00:00:00,30 days,0.296547
DE0009652396QVEXP1D1,2008-07-15 00:00:00,30 days,0.307121
DE0009652396QVEXP1D1,2008-07-16 00:00:00,30 days,0.287367
DE0009652396QVEXP1D1,2008-07-17 00:00:00,30 days,0.26799
DE0009652396QVEXP1D1,2008-07-18 00:00:00,30 days,0.249452
DE0009652396QVEXP1D1,2008-07-21 00:00:00,30 days,0.250495
DE0009652396QVEXP1D1,2008-07-22 00:00:00,30 days,0.246675
DE0009652396QVEXP1D1,2008-07-23 00:00:00,30 days,0.240846
DE0009652396QVEXP1D1,2008-07-24 00:00:00,30 days,0.243053
DE0009652396QVEXP1D1,2008-07-25 00:00:00,30 days,0.24411
DE0009652396QVEXP1D1,2008-07-28 00:00:00,30 days,0.256836
DE0009652396QVEXP1D1,2008-07-29 00:00:00,30 days,0.252431
DE0009652396QVEXP1D1,2008-07-30 00:00:00,30 days,0.238128
DE0009652396QVEXP1D1,2008-07-31 00:00:00,30 days,0.240103
DE0009652396QVEXP1D1,2008-08-01 00:00:00,30 days,0.250936
DE0009652396QVEXP1D1,2008-08-04 00:00:00,30 days,0.265547
DE0009652396QVEXP1D1,2008-08-05 00:00:00,30 days,0.250422
DE0009652396QVEXP1D1,2008-08-06 00:00:00,30 days,0.244829
DE0009652396QVEXP1D1,2008-08-07 00:00:00,30 days,0.249986
DE0009652396QVEXP1D1,2008-08-08 00:00:00,30 days,0.24521
DE0009652396QVEXP1D1,2008-08-11 00:00:00,30 days,0.267105
DE0009652396QVEXP1D1,2008-08-12 00:00:00,30 days,0.278323
DE0009652396QVEXP1D1,2008-08-13 00:00:00,30 days,0.315795
DE0009652396QVEXP1D1,2008-08-14 00:00:00,30 days,0.349747
DE0009652396QVEXP1D1,2008-08-21 00:00:00,30 days,0.233025
DE0009652396QVEXP1D1,2008-08-22 00:00:00,30 days,0.216706
DE0009652396QVEXP1D1,2008-08-25 00:00:00,30 days,0.22995
DE0009652396QVEXP1D1,2008-08-26 00:00:00,30 days,0.221485
DE0009652396QVEXP1D1,2008-08-27 00:00:00,30 days,0.22031
DE0009652396QVEXP1D1,2008-08-28 00:00:00,30 days,0.21275
DE0009652396QVEXP1D1,2008-08-29 00:00:00,30 days,0.212953
DE0009652396QVEXP1D1,2008-09-01 00:00:00,30 days,0.221292
DE0009652396QVEXP1D1,2008-09-02 00:00:00,30 days,0.216278
DE0009652396QVEXP1D1,2008-09-03 00:00:00,30 days,0.225929
DE0009652396QVEXP1D1,2008-09-04 00:00:00,30 days,0.256861
DE0009652396QVEXP1D1,2008-09-05 00:00:00,30 days,0.278976
DE0009652396QVEXP1D1,2008-09-08 00:00:00,30 days,0.272896
DE0009652396QVEXP1D1,2008-09-09 00:00:00,30 days,0.280998
DE0009652396QVEXP1D1,2008-09-10 00:00:00,30 days,0.289938
DE0009652396QVEXP1D1,2008-09-11 00:00:00,30 days,0.294812
DE0009652396QVEXP1D1,2008-09-12 00:00:00,30 days,0.283473
DE0009652396QVEXP1D1,2008-09-15 00:00:00,30 days,0.34315
DE0009652396QVEXP1D1,2008-09-16 00:00:00,30 days,0.380024
DE0009652396QVEXP1D1,2008-09-17 00:00:00,30 days,0.391747
DE0009652396QVEXP1D1,2008-09-18 00:00:00,30 days,0.39251
DE0009652396QVEXP1D1,2008-09-19 00:00:00,30 days,0.351941
DE0009652396QVEXP1D1,2008-09-22 00:00:00,30 days,0.334061
DE0009652396QVEXP1D1,2008-09-23 00:00:00,30 days,0.331418
DE0009652396QVEXP1D1,2008-09-24 00:00:00,30 days,0.332699
DE0009652396QVEXP1D1,2008-09-25 00:00:00,30 days,0.333784
DE0009652396QVEXP1D1,2008-09-26 00:00:00,30 days,0.398976
DE0009652396QVEXP1D1,2008-09-29 00:00:00,30 days,0.414075
DE0009652396QVEXP1D1,2008-09-30 00:00:00,30 days,0.417501
DE0009652396QVEXP1D1,2008-10-01 00:00:00,30 days,0.436455
DE0009652396QVEXP1D1,2008-10-02 00:00:00,30 days,0.453099
DE0009652396QVEXP1D1,2008-10-03 00:00:00,30 days,0.431024
DE0009652396QVEXP1D1,2008-10-06 00:00:00,30 days,0.560587
DE0009652396QVEXP1D1,2008-10-07 00:00:00,30 days,0.549527
DE0009652396QVEXP1D1,2008-10-08 00:00:00,30 days,0.677898
DE0009652396QVEXP1D1,2008-10-09 00:00:00,30 days,0.656783
DE0009652396QVEXP1D1,2008-10-10 00:00:00,30 days,0.899411
DE0009652396QVEXP1D1,2008-10-13 00:00:00,30 days,0.726109
DE0009652396QVEXP1D1,2008-10-14 00:00:00,30 days,0.671574
DE0009652396QVEXP1D1,2008-10-15 00:00:00,30 days,0.759674
DE0009652396QVEXP1D1,2008-10-16 00:00:00,30 days,0.998458
DE0009652396QVEXP1D1,2008-10-23 00:00:00,30 days,0.63754
DE0009652396QVEXP1D1,2008-10-24 00:00:00,30 days,0.749948
DE0009652396QVEXP1D1,2008-10-27 00:00:00,30 days,0.762786
DE0009652396QVEXP1D1,2008-10-28 00:00:00,30 days,0.73685
DE0009652396QVEXP1D1,2008-10-29 00:00:00,30 days,0.69414
DE0009652396QVEXP1D1,2008-10-30 00:00:00,30 days,0.652032
DE0009652396QVEXP1D1,2008-10-31 00:00:00,30 days,0.591302
DE0009652396QVEXP1D1,2008-11-03 00:00:00,30 days,0.531416
DE0009652396QVEXP1D1,2008-11-04 00:00:00,30 days,0.477208
DE0009652396QVEXP1D1,2008-11-05 00:00:00,30 days,0.494626
DE0009652396QVEXP1D1,2008-11-06 00:00:00,30 days,0.622765
DE0009652396QVEXP1D1,2008-11-07 00:00:00,30 days,0.563765
DE0009652396QVEXP1D1,2008-11-10 00:00:00,30 days,0.55905
DE0009652396QVEXP1D1,2008-11-11 00:00:00,30 days,0.646293
DE0009652396QVEXP1D1,2008-11-12 00:00:00,30 days,0.679139
DE0009652396QVEXP1D1,2008-11-13 00:00:00,30 days,0.644845
DE0009652396QVEXP1D1,2008-11-14 00:00:00,30 days,0.630633
DE0009652396QVEXP1D1,2008-11-17 00:00:00,30 days,0.669939
DE0009652396QVEXP1D1,2008-11-18 00:00:00,30 days,0.628877
DE0009652396QVEXP1D1,2008-11-19 00:00:00,30 days,0.670928
DE0009652396QVEXP1D1,2008-11-20 00:00:00,30 days,0.713577
DE0009652396QVEXP1D1,2008-11-21 00:00:00,30 days,0.733321
DE0009652396QVEXP1D1,2008-11-24 00:00:00,30 days,0.632509
DE0009652396QVEXP1D1,2008-11-25 00:00:00,30 days,0.611912
DE0009652396QVEXP1D1,2008-11-26 00:00:00,30 days,0.56599
DE0009652396QVEXP1D1,2008-11-28 00:00:00,30 days,0.519038
DE0009652396QVEXP1D1,2008-12-01 00:00:00,30 days,0.595272
DE0009652396QVEXP1D1,2008-12-02 00:00:00,30 days,0.567097
DE0009652396QVEXP1D1,2008-12-03 00:00:00,30 days,0.553611
DE0009652396QVEXP1D1,2008-12-04 00:00:00,30 days,0.546214
DE0009652396QVEXP1D1,2008-12-05 00:00:00,30 days,0.59244
DE0009652396QVEXP1D1,2008-12-08 00:00:00,30 days,0.547462
DE0009652396QVEXP1D1,2008-12-09 00:00:00,30 days,0.538428
DE0009652396QVEXP1D1,2008-12-10 00:00:00,30 days,0.516865
DE0009652396QVEXP1D1,2008-12-11 00:00:00,30 days,0.498071
DE0009652396QVEXP1D1,2008-12-12 00:00:00,30 days,0.545062
DE0009652396QVEXP1D1,2008-12-15 00:00:00,30 days,0.535974
DE0009652396QVEXP1D1,2008-12-16 00:00:00,30 days,0.506524
DE0009652396QVEXP1D1,2008-12-17 00:00:00,30 days,0.487882
DE0009652396QVEXP1D1,2008-12-18 00:00:00,30 days,0.458782
DE0009652396QVEXP1D1,2008-12-19 00:00:00,30 days,0.39828
DE0009652396QVEXP1D1,2008-12-22 00:00:00,30 days,0.394247
DE0009652396QVEXP1D1,2008-12-23 00:00:00,30 days,0.395102
DE0009652396QVEXP1D1,2008-12-29 00:00:00,30 days,0.4287
DE0009652396QVEXP1D1,2008-12-30 00:00:00,30 days,0.432042
DE0009652396QVEXP1D1,2009-01-02 00:00:00,30 days,0.419614
DE0009652396QVEXP1D1,2009-01-05 00:00:00,30 days,0.428937
DE0009652396QVEXP1D1,2009-01-06 00:00:00,30 days,0.424221
DE0009652396QVEXP1D1,2009-01-07 00:00:00,30 days,0.432574
DE0009652396QVEXP1D1,2009-01-08 00:00:00,30 days,0.444439
DE0009652396QVEXP1D1,2009-01-09 00:00:00,30 days,0.443771
DE0009652396QVEXP1D1,2009-01-12 00:00:00,30 days,0.495202
DE0009652396QVEXP1D1,2009-01-13 00:00:00,30 days,0.530288
DE0009652396QVEXP1D1,2009-01-14 00:00:00,30 days,0.614373
DE0009652396QVEXP1D1,2009-01-15 00:00:00,30 days,0.674218
DE0009652396QVEXP1D1,2009-01-22 00:00:00,30 days,0.489346
DE0009652396QVEXP1D1,2009-01-23 00:00:00,30 days,0.488375
DE0009652396QVEXP1D1,2009-01-26 00:00:00,30 days,0.464339
DE0009652396QVEXP1D1,2009-01-27 00:00:00,30 days,0.441316
DE0009652396QVEXP1D1,2009-01-28 00:00:00,30 days,0.427181
DE0009652396QVEXP1D1,2009-01-29 00:00:00,30 days,0.437276
DE0009652396QVEXP1D1,2009-01-30 00:00:00,30 days,0.449827
DE0009652396QVEXP1D1,2009-02-02 00:00:00,30 days,0.480343
DE0009652396QVEXP1D1,2009-02-03 00:00:00,30 days,0.453131
DE0009652396QVEXP1D1,2009-02-04 00:00:00,30 days,0.420832
DE0009652396QVEXP1D1,2009-02-05 00:00:00,30 days,0.426835
DE0009652396QVEXP1D1,2009-02-06 00:00:00,30 days,0.428028
DE0009652396QVEXP1D1,2009-02-09 00:00:00,30 days,0.43752
DE0009652396QVEXP1D1,2009-02-10 00:00:00,30 days,0.4605
DE0009652396QVEXP1D1,2009-02-11 00:00:00,30 days,0.442292
DE0009652396QVEXP1D1,2009-02-12 00:00:00,30 days,0.454152
DE0009652396QVEXP1D1,2009-02-13 00:00:00,30 days,0.425708
DE0009652396QVEXP1D1,2009-02-16 00:00:00,30 days,0.453581
DE0009652396QVEXP1D1,2009-02-17 00:00:00,30 days,0.483154
DE0009652396QVEXP1D1,2009-02-18 00:00:00,30 days,0.468277
DE0009652396QVEXP1D1,2009-02-19 00:00:00,30 days,0.444006
DE0009652396QVEXP1D1,2009-02-20 00:00:00,30 days,0.478838
DE0009652396QVEXP1D1,2009-02-23 00:00:00,30 days,0.501482
DE0009652396QVEXP1D1,2009-02-24 00:00:00,30 days,0.492001
DE0009652396QVEXP1D1,2009-02-25 00:00:00,30 days,0.469857
DE0009652396QVEXP1D1,2009-02-26 00:00:00,30 days,0.424266
DE0009652396QVEXP1D1,2009-02-27 00:00:00,30 days,0.431045
DE0009652396QVEXP1D1,2009-03-02 00:00:00,30 days,0.49823
DE0009652396QVEXP1D1,2009-03-03 00:00:00,30 days,0.490871
DE0009652396QVEXP1D1,2009-03-04 00:00:00,30 days,0.447097
DE0009652396QVEXP1D1,2009-03-05 00:00:00,30 days,0.480937
DE0009652396QVEXP1D1,2009-03-06 00:00:00,30 days,0.509107
DE0009652396QVEXP1D1,2009-03-09 00:00:00,30 days,0.479028
DE0009652396QVEXP1D1,2009-03-10 00:00:00,30 days,0.464778
DE0009652396QVEXP1D1,2009-03-11 00:00:00,30 days,0.470179
DE0009652396QVEXP1D1,2009-03-12 00:00:00,30 days,0.471719
DE0009652396QVEXP1D1,2009-03-13 00:00:00,30 days,0.455392
DE0009652396QVEXP1D1,2009-03-16 00:00:00,30 days,0.447438
DE0009652396QVEXP1D1,2009-03-17 00:00:00,30 days,0.438169
DE0009652396QVEXP1D1,2009-03-18 00:00:00,30 days,0.42659
DE0009652396QVEXP1D1,2009-03-19 00:00:00,30 days,0.425397
DE0009652396QVEXP1D1,2009-03-20 00:00:00,30 days,0.430227
DE0009652396QVEXP1D1,2009-03-23 00:00:00,30 days,0.419956
DE0009652396QVEXP1D1,2009-03-24 00:00:00,30 days,0.408509
DE0009652396QVEXP1D1,2009-03-25 00:00:00,30 days,0.40274
DE0009652396QVEXP1D1,2009-03-26 00:00:00,30 days,0.390622
DE0009652396QVEXP1D1,2009-03-27 00:00:00,30 days,0.402213
DE0009652396QVEXP1D1,2009-03-30 00:00:00,30 days,0.449829
DE0009652396QVEXP1D1,2009-03-31 00:00:00,30 days,0.423195
DE0009652396QVEXP1D1,2009-04-01 00:00:00,30 days,0.417338
DE0009652396QVEXP1D1,2009-04-02 00:00:00,30 days,0.424811
DE0009652396QVEXP1D1,2009-04-03 00:00:00,30 days,0.411362
DE0009652396QVEXP1D1,2009-04-06 00:00:00,30 days,0.419449
DE0009652396QVEXP1D1,2009-04-07 00:00:00,30 days,0.405403
DE0009652396QVEXP1D1,2009-04-08 00:00:00,30 days,0.393541
DE0009652396QVEXP1D1,2009-04-09 00:00:00,30 days,0.382159
DE0009652396QVEXP1D1,2009-04-14 00:00:00,30 days,0.406893
DE0009652396QVEXP1D1,2009-04-15 00:00:00,30 days,0.39239
DE0009652396QVEXP1D1,2009-04-16 00:00:00,30 days,0.369824
DE0009652396QVEXP1D1,2009-04-17 00:00:00,30 days,0.365101
DE0009652396QVEXP1D1,2009-04-20 00:00:00,30 days,0.411489
DE0009652396QVEXP1D1,2009-04-21 00:00:00,30 days,0.407436
DE0009652396QVEXP1D1,2009-04-22 00:00:00,30 days,0.395935
DE0009652396QVEXP1D1,2009-04-23 00:00:00,30 days,0.392751
DE0009652396QVEXP1D1,2009-04-24 00:00:00,30 days,0.375306
DE0009652396QVEXP1D1,2009-04-27 00:00:00,30 days,0.383688
DE0009652396QVEXP1D1,2009-04-28 00:00:00,30 days,0.407767
DE0009652396QVEXP1D1,2009-04-29 00:00:00,30 days,0.384542
DE0009652396QVEXP1D1,2009-04-30 00:00:00,30 days,0.385288
DE0009652396QVEXP1D1,2009-05-04 00:00:00,30 days,0.397527
DE0009652396QVEXP1D1,2009-05-05 00:00:00,30 days,0.399357
DE0009652396QVEXP1D1,2009-05-06 00:00:00,30 days,0.390602
DE0009652396QVEXP1D1,2009-05-07 00:00:00,30 days,0.417209
DE0009652396QVEXP1D1,2009-05-08 00:00:00,30 days,0.390989
DE0009652396QVEXP1D1,2009-05-11 00:00:00,30 days,0.415691
DE0009652396QVEXP1D1,2009-05-12 00:00:00,30 days,0.406146
DE0009652396QVEXP1D1,2009-05-13 00:00:00,30 days,0.444347
DE0009652396QVEXP1D1,2009-05-14 00:00:00,30 days,0.485719
DE0009652396QVEXP1D1,2009-05-20 00:00:00,30 days,0.312273
DE0009652396QVEXP1D1,2009-05-21 00:00:00,30 days,0.342926
DE0009652396QVEXP1D1,2009-05-22 00:00:00,30 days,0.323077
DE0009652396QVEXP1D1,2009-05-25 00:00:00,30 days,0.337756
DE0009652396QVEXP1D1,2009-05-26 00:00:00,30 days,0.328313
DE0009652396QVEXP1D1,2009-05-27 00:00:00,30 days,0.321083
DE0009652396QVEXP1D1,2009-05-28 00:00:00,30 days,0.333728
DE0009652396QVEXP1D1,2009-05-29 00:00:00,30 days,0.333407
DE0009652396QVEXP1D1,2009-06-01 00:00:00,30 days,0.325331
DE0009652396QVEXP1D1,2009-06-02 00:00:00,30 days,0.321229
DE0009652396QVEXP1D1,2009-06-03 00:00:00,30 days,0.330671
DE0009652396QVEXP1D1,2009-06-04 00:00:00,30 days,0.321096
DE0009652396QVEXP1D1,2009-06-05 00:00:00,30 days,0.302584
DE0009652396QVEXP1D1,2009-06-08 00:00:00,30 days,0.323347
DE0009652396QVEXP1D1,2009-06-09 00:00:00,30 days,0.314599
DE0009652396QVEXP1D1,2009-06-10 00:00:00,30 days,0.306906
DE0009652396QVEXP1D1,2009-06-11 00:00:00,30 days,0.28926
DE0009652396QVEXP1D1,2009-06-12 00:00:00,30 days,0.291234
DE0009652396QVEXP1D1,2009-06-15 00:00:00,30 days,0.330819
DE0009652396QVEXP1D1,2009-06-16 00:00:00,30 days,0.324731
DE0009652396QVEXP1D1,2009-06-17 00:00:00,30 days,0.34542
DE0009652396QVEXP1D1,2009-06-18 00:00:00,30 days,0.324
DE0009652396QVEXP1D1,2009-06-19 00:00:00,30 days,0.308739
DE0009652396QVEXP1D1,2009-06-22 00:00:00,30 days,0.34557
DE0009652396QVEXP1D1,2009-06-23 00:00:00,30 days,0.339563
DE0009652396QVEXP1D1,2009-06-24 00:00:00,30 days,0.313323
DE0009652396QVEXP1D1,2009-06-25 00:00:00,30 days,0.314086
DE0009652396QVEXP1D1,2009-06-26 00:00:00,30 days,0.314019
DE0009652396QVEXP1D1,2009-06-29 00:00:00,30 days,0.301407
DE0009652396QVEXP1D1,2009-06-30 00:00:00,30 days,0.314834
DE0009652396QVEXP1D1,2009-07-01 00:00:00,30 days,0.301843
DE0009652396QVEXP1D1,2009-07-02 00:00:00,30 days,0.331409
