instrumentid,loctimestamp,maturity,measure
DE0009652396QVEXP1D1,2006-05-11 00:00:00,30 days,0.1636
DE0009652396QVEXP1D1,2006-05-12 00:00:00,30 days,0.176653
DE0009652396QVEXP1D1,2006-05-15 00:00:00,30 days,0.18919
DE0009652396QVEXP1D1,2006-05-16 00:00:00,30 days,0.178966
DE0009652396QVEXP1D1,2006-05-17 00:00:00,30 days,0.202297
DE0009652396QVEXP1D1,2006-05-18 00:00:00,30 days,0.209744
DE0009652396QVEXP1D1,2006-05-19 00:00:00,30 days,0.208391
DE0009652396QVEXP1D1,2006-05-22 00:00:00,30 days,0.256914
DE0009652396QVEXP1D1,2006-05-23 00:00:00,30 days,0.228309
DE0009652396QVEXP1D1,2006-05-24 00:00:00,30 days,0.254716
DE0009652396QVEXP1D1,2006-05-25 00:00:00,30 days,0.224411
DE0009652396QVEXP1D1,2006-05-26 00:00:00,30 days,0.210654
DE0009652396QVEXP1D1,2006-05-29 00:00:00,30 days,0.221123
DE0009652396QVEXP1D1,2006-05-30 00:00:00,30 days,0.261099
DE0009652396QVEXP1D1,2006-05-31 00:00:00,30 days,0.246807
DE0009652396QVEXP1D1,2006-06-01 00:00:00,30 days,0.223987
DE0009652396QVEXP1D1,2006-06-02 00:00:00,30 days,0.222863
DE0009652396QVEXP1D1,2006-06-05 00:00:00,30 days,0.238405
DE0009652396QVEXP1D1,2006-06-06 00:00:00,30 days,0.261041
DE0009652396QVEXP1D1,2006-06-07 00:00:00,30 days,0.246019
DE0009652396QVEXP1D1,2006-06-08 00:00:00,30 days,0.277929
DE0009652396QVEXP1D1,2006-06-09 00:00:00,30 days,0.247392
DE0009652396QVEXP1D1,2006-06-12 00:00:00,30 days,0.278574
DE0009652396QVEXP1D1,2006-06-13 00:00:00,30 days,0.316448
DE0009652396QVEXP1D1,2006-06-14 00:00:00,30 days,0.337079
DE0009652396QVEXP1D1,2006-06-15 00:00:00,30 days,0.349049
DE0009652396QVEXP1D1,2006-06-21 00:00:00,30 days,0.207001
DE0009652396QVEXP1D1,2006-06-22 00:00:00,30 days,0.204627
DE0009652396QVEXP1D1,2006-06-23 00:00:00,30 days,0.202484
DE0009652396QVEXP1D1,2006-06-26 00:00:00,30 days,0.20931
DE0009652396QVEXP1D1,2006-06-27 00:00:00,30 days,0.218216
DE0009652396QVEXP1D1,2006-06-28 00:00:00,30 days,0.216705
DE0009652396QVEXP1D1,2006-06-29 00:00:00,30 days,0.205421
DE0009652396QVEXP1D1,2006-06-30 00:00:00,30 days,0.183904
DE0009652396QVEXP1D1,2006-07-03 00:00:00,30 days,0.183996
DE0009652396QVEXP1D1,2006-07-04 00:00:00,30 days,0.182391
DE0009652396QVEXP1D1,2006-07-05 00:00:00,30 days,0.204898
DE0009652396QVEXP1D1,2006-07-06 00:00:00,30 days,0.18868
DE0009652396QVEXP1D1,2006-07-07 00:00:00,30 days,0.193715
DE0009652396QVEXP1D1,2006-07-10 00:00:00,30 days,0.191646
DE0009652396QVEXP1D1,2006-07-11 00:00:00,30 days,0.201823
DE0009652396QVEXP1D1,2006-07-12 00:00:00,30 days,0.199295
DE0009652396QVEXP1D1,2006-07-13 00:00:00,30 days,0.217671
DE0009652396QVEXP1D1,2006-07-14 00:00:00,30 days,0.235178
DE0009652396QVEXP1D1,2006-07-17 00:00:00,30 days,0.235905
DE0009652396QVEXP1D1,2006-07-18 00:00:00,30 days,0.232334
DE0009652396QVEXP1D1,2006-07-19 00:00:00,30 days,0.197921
DE0009652396QVEXP1D1,2006-07-20 00:00:00,30 days,0.199465
DE0009652396QVEXP1D1,2006-07-21 00:00:00,30 days,0.201712
DE0009652396QVEXP1D1,2006-07-24 00:00:00,30 days,0.188244
DE0009652396QVEXP1D1,2006-07-25 00:00:00,30 days,0.195898
DE0009652396QVEXP1D1,2006-07-26 00:00:00,30 days,0.189062
DE0009652396QVEXP1D1,2006-07-27 00:00:00,30 days,0.180438
DE0009652396QVEXP1D1,2006-07-28 00:00:00,30 days,0.173614
DE0009652396QVEXP1D1,2006-07-31 00:00:00,30 days,0.188504
DE0009652396QVEXP1D1,2006-08-01 00:00:00,30 days,0.201457
DE0009652396QVEXP1D1,2006-08-02 00:00:00,30 days,0.187215
DE0009652396QVEXP1D1,2006-08-03 00:00:00,30 days,0.196519
DE0009652396QVEXP1D1,2006-08-04 00:00:00,30 days,0.18766
DE0009652396QVEXP1D1,2006-08-07 00:00:00,30 days,0.214224
DE0009652396QVEXP1D1,2006-08-08 00:00:00,30 days,0.21536
DE0009652396QVEXP1D1,2006-08-09 00:00:00,30 days,0.198511
DE0009652396QVEXP1D1,2006-08-10 00:00:00,30 days,0.208932
DE0009652396QVEXP1D1,2006-08-11 00:00:00,30 days,0.199178
DE0009652396QVEXP1D1,2006-08-14 00:00:00,30 days,0.192187
DE0009652396QVEXP1D1,2006-08-15 00:00:00,30 days,0.180001
DE0009652396QVEXP1D1,2006-08-16 00:00:00,30 days,0.175301
DE0009652396QVEXP1D1,2006-08-17 00:00:00,30 days,0.177595
DE0009652396QVEXP1D1,2006-08-18 00:00:00,30 days,0.172947
DE0009652396QVEXP1D1,2006-08-21 00:00:00,30 days,0.176962
DE0009652396QVEXP1D1,2006-08-22 00:00:00,30 days,0.168628
DE0009652396QVEXP1D1,2006-08-23 00:00:00,30 days,0.17261
DE0009652396QVEXP1D1,2006-08-24 00:00:00,30 days,0.165098
DE0009652396QVEXP1D1,2006-08-25 00:00:00,30 days,0.162224
DE0009652396QVEXP1D1,2006-08-28 00:00:00,30 days,0.165161
DE0009652396QVEXP1D1,2006-08-30 00:00:00,30 days,0.168208
DE0009652396QVEXP1D1,2006-08-31 00:00:00,30 days,0.168029
DE0009652396QVEXP1D1,2006-09-01 00:00:00,30 days,0.165569
DE0009652396QVEXP1D1,2006-09-04 00:00:00,30 days,0.171543
DE0009652396QVEXP1D1,2006-09-05 00:00:00,30 days,0.180297
DE0009652396QVEXP1D1,2006-09-06 00:00:00,30 days,0.19112
DE0009652396QVEXP1D1,2006-09-07 00:00:00,30 days,0.198855
DE0009652396QVEXP1D1,2006-09-08 00:00:00,30 days,0.192565
DE0009652396QVEXP1D1,2006-09-11 00:00:00,30 days,0.21768
DE0009652396QVEXP1D1,2006-09-12 00:00:00,30 days,0.21027
DE0009652396QVEXP1D1,2006-09-13 00:00:00,30 days,0.231029
DE0009652396QVEXP1D1,2006-09-14 00:00:00,30 days,0.276241
DE0009652396QVEXP1D1,2006-09-20 00:00:00,30 days,0.156203
DE0009652396QVEXP1D1,2006-09-21 00:00:00,30 days,0.153918
DE0009652396QVEXP1D1,2006-09-22 00:00:00,30 days,0.167103
DE0009652396QVEXP1D1,2006-09-25 00:00:00,30 days,0.168824
DE0009652396QVEXP1D1,2006-09-26 00:00:00,30 days,0.159687
DE0009652396QVEXP1D1,2006-09-27 00:00:00,30 days,0.16027
DE0009652396QVEXP1D1,2006-09-28 00:00:00,30 days,0.16062
DE0009652396QVEXP1D1,2006-09-29 00:00:00,30 days,0.165234
DE0009652396QVEXP1D1,2006-10-02 00:00:00,30 days,0.178973
DE0009652396QVEXP1D1,2006-10-03 00:00:00,30 days,0.177072
DE0009652396QVEXP1D1,2006-10-04 00:00:00,30 days,0.165644
DE0009652396QVEXP1D1,2006-10-05 00:00:00,30 days,0.16576
DE0009652396QVEXP1D1,2006-10-06 00:00:00,30 days,0.163045
DE0009652396QVEXP1D1,2006-10-09 00:00:00,30 days,0.170694
DE0009652396QVEXP1D1,2006-10-10 00:00:00,30 days,0.166092
DE0009652396QVEXP1D1,2006-10-11 00:00:00,30 days,0.163444
DE0009652396QVEXP1D1,2006-10-12 00:00:00,30 days,0.158773
DE0009652396QVEXP1D1,2006-10-13 00:00:00,30 days,0.158368
DE0009652396QVEXP1D1,2006-10-16 00:00:00,30 days,0.160118
DE0009652396QVEXP1D1,2006-10-17 00:00:00,30 days,0.170433
DE0009652396QVEXP1D1,2006-10-18 00:00:00,30 days,0.157462
DE0009652396QVEXP1D1,2006-10-19 00:00:00,30 days,0.154363
DE0009652396QVEXP1D1,2006-10-20 00:00:00,30 days,0.146711
DE0009652396QVEXP1D1,2006-10-23 00:00:00,30 days,0.146654
DE0009652396QVEXP1D1,2006-10-24 00:00:00,30 days,0.144788
DE0009652396QVEXP1D1,2006-10-25 00:00:00,30 days,0.145082
DE0009652396QVEXP1D1,2006-10-26 00:00:00,30 days,0.143879
DE0009652396QVEXP1D1,2006-10-27 00:00:00,30 days,0.143906
DE0009652396QVEXP1D1,2006-10-30 00:00:00,30 days,0.152338
DE0009652396QVEXP1D1,2006-10-31 00:00:00,30 days,0.149312
DE0009652396QVEXP1D1,2006-11-01 00:00:00,30 days,0.145033
DE0009652396QVEXP1D1,2006-11-02 00:00:00,30 days,0.154249
DE0009652396QVEXP1D1,2006-11-03 00:00:00,30 days,0.15033
DE0009652396QVEXP1D1,2006-11-06 00:00:00,30 days,0.146884
DE0009652396QVEXP1D1,2006-11-07 00:00:00,30 days,0.147957
DE0009652396QVEXP1D1,2006-11-08 00:00:00,30 days,0.148062
DE0009652396QVEXP1D1,2006-11-09 00:00:00,30 days,0.151577
DE0009652396QVEXP1D1,2006-11-10 00:00:00,30 days,0.148006
DE0009652396QVEXP1D1,2006-11-13 00:00:00,30 days,0.149735
DE0009652396QVEXP1D1,2006-11-14 00:00:00,30 days,0.149353
DE0009652396QVEXP1D1,2006-11-15 00:00:00,30 days,0.140395
DE0009652396QVEXP1D1,2006-11-16 00:00:00,30 days,0.137597
DE0009652396QVEXP1D1,2006-11-17 00:00:00,30 days,0.136593
DE0009652396QVEXP1D1,2006-11-20 00:00:00,30 days,0.13522
DE0009652396QVEXP1D1,2006-11-21 00:00:00,30 days,0.130492
DE0009652396QVEXP1D1,2006-11-22 00:00:00,30 days,0.134555
DE0009652396QVEXP1D1,2006-11-23 00:00:00,30 days,0.136371
DE0009652396QVEXP1D1,2006-11-24 00:00:00,30 days,0.149607
DE0009652396QVEXP1D1,2006-11-27 00:00:00,30 days,0.176582
DE0009652396QVEXP1D1,2006-11-28 00:00:00,30 days,0.168406
DE0009652396QVEXP1D1,2006-11-29 00:00:00,30 days,0.156128
DE0009652396QVEXP1D1,2006-11-30 00:00:00,30 days,0.164703
DE0009652396QVEXP1D1,2006-12-01 00:00:00,30 days,0.182249
DE0009652396QVEXP1D1,2006-12-04 00:00:00,30 days,0.183977
DE0009652396QVEXP1D1,2006-12-05 00:00:00,30 days,0.169684
DE0009652396QVEXP1D1,2006-12-06 00:00:00,30 days,0.176338
DE0009652396QVEXP1D1,2006-12-07 00:00:00,30 days,0.174564
DE0009652396QVEXP1D1,2006-12-08 00:00:00,30 days,0.173876
DE0009652396QVEXP1D1,2006-12-11 00:00:00,30 days,0.188162
DE0009652396QVEXP1D1,2006-12-12 00:00:00,30 days,0.19509
DE0009652396QVEXP1D1,2006-12-13 00:00:00,30 days,0.215865
DE0009652396QVEXP1D1,2006-12-14 00:00:00,30 days,0.257038
DE0009652396QVEXP1D1,2006-12-20 00:00:00,30 days,0.129886
DE0009652396QVEXP1D1,2006-12-21 00:00:00,30 days,0.131598
DE0009652396QVEXP1D1,2006-12-22 00:00:00,30 days,0.146067
DE0009652396QVEXP1D1,2006-12-27 00:00:00,30 days,0.144961
DE0009652396QVEXP1D1,2006-12-28 00:00:00,30 days,0.142726
DE0009652396QVEXP1D1,2006-12-29 00:00:00,30 days,0.151665
DE0009652396QVEXP1D1,2007-01-02 00:00:00,30 days,0.150827
DE0009652396QVEXP1D1,2007-01-03 00:00:00,30 days,0.152958
DE0009652396QVEXP1D1,2007-01-04 00:00:00,30 days,0.156743
DE0009652396QVEXP1D1,2007-01-05 00:00:00,30 days,0.171273
DE0009652396QVEXP1D1,2007-01-08 00:00:00,30 days,0.177596
DE0009652396QVEXP1D1,2007-01-09 00:00:00,30 days,0.17493
DE0009652396QVEXP1D1,2007-01-10 00:00:00,30 days,0.182345
DE0009652396QVEXP1D1,2007-01-11 00:00:00,30 days,0.15849
DE0009652396QVEXP1D1,2007-01-12 00:00:00,30 days,0.156875
DE0009652396QVEXP1D1,2007-01-15 00:00:00,30 days,0.156077
DE0009652396QVEXP1D1,2007-01-16 00:00:00,30 days,0.164902
DE0009652396QVEXP1D1,2007-01-17 00:00:00,30 days,0.164483
DE0009652396QVEXP1D1,2007-01-18 00:00:00,30 days,0.164873
DE0009652396QVEXP1D1,2007-01-19 00:00:00,30 days,0.149438
DE0009652396QVEXP1D1,2007-01-22 00:00:00,30 days,0.163774
DE0009652396QVEXP1D1,2007-01-23 00:00:00,30 days,0.159048
DE0009652396QVEXP1D1,2007-01-24 00:00:00,30 days,0.148844
DE0009652396QVEXP1D1,2007-01-25 00:00:00,30 days,0.155038
DE0009652396QVEXP1D1,2007-01-26 00:00:00,30 days,0.162097
DE0009652396QVEXP1D1,2007-01-29 00:00:00,30 days,0.166638
DE0009652396QVEXP1D1,2007-01-30 00:00:00,30 days,0.156577
DE0009652396QVEXP1D1,2007-01-31 00:00:00,30 days,0.165094
DE0009652396QVEXP1D1,2007-02-01 00:00:00,30 days,0.156916
DE0009652396QVEXP1D1,2007-02-02 00:00:00,30 days,0.148994
DE0009652396QVEXP1D1,2007-02-05 00:00:00,30 days,0.15335
DE0009652396QVEXP1D1,2007-02-06 00:00:00,30 days,0.154134
DE0009652396QVEXP1D1,2007-02-07 00:00:00,30 days,0.151325
DE0009652396QVEXP1D1,2007-02-08 00:00:00,30 days,0.152141
DE0009652396QVEXP1D1,2007-02-09 00:00:00,30 days,0.149675
DE0009652396QVEXP1D1,2007-02-12 00:00:00,30 days,0.159359
DE0009652396QVEXP1D1,2007-02-13 00:00:00,30 days,0.153339
DE0009652396QVEXP1D1,2007-02-14 00:00:00,30 days,0.139899
DE0009652396QVEXP1D1,2007-02-15 00:00:00,30 days,0.140203
DE0009652396QVEXP1D1,2007-02-16 00:00:00,30 days,0.136942
DE0009652396QVEXP1D1,2007-02-19 00:00:00,30 days,0.137616
DE0009652396QVEXP1D1,2007-02-20 00:00:00,30 days,0.141728
DE0009652396QVEXP1D1,2007-02-21 00:00:00,30 days,0.147073
DE0009652396QVEXP1D1,2007-02-22 00:00:00,30 days,0.142409
DE0009652396QVEXP1D1,2007-02-23 00:00:00,30 days,0.142439
DE0009652396QVEXP1D1,2007-02-26 00:00:00,30 days,0.146075
DE0009652396QVEXP1D1,2007-02-27 00:00:00,30 days,0.188254
DE0009652396QVEXP1D1,2007-02-28 00:00:00,30 days,0.218655
DE0009652396QVEXP1D1,2007-03-01 00:00:00,30 days,0.216525
DE0009652396QVEXP1D1,2007-03-02 00:00:00,30 days,0.218867
DE0009652396QVEXP1D1,2007-03-05 00:00:00,30 days,0.243122
DE0009652396QVEXP1D1,2007-03-06 00:00:00,30 days,0.225305
DE0009652396QVEXP1D1,2007-03-07 00:00:00,30 days,0.214857
DE0009652396QVEXP1D1,2007-03-08 00:00:00,30 days,0.203011
DE0009652396QVEXP1D1,2007-03-09 00:00:00,30 days,0.205587
DE0009652396QVEXP1D1,2007-03-12 00:00:00,30 days,0.235288
DE0009652396QVEXP1D1,2007-03-13 00:00:00,30 days,0.250005
DE0009652396QVEXP1D1,2007-03-14 00:00:00,30 days,0.308121
DE0009652396QVEXP1D1,2007-03-15 00:00:00,30 days,0.319009
DE0009652396QVEXP1D1,2007-03-21 00:00:00,30 days,0.188074
DE0009652396QVEXP1D1,2007-03-22 00:00:00,30 days,0.173703
DE0009652396QVEXP1D1,2007-03-23 00:00:00,30 days,0.172861
DE0009652396QVEXP1D1,2007-03-26 00:00:00,30 days,0.19436
DE0009652396QVEXP1D1,2007-03-27 00:00:00,30 days,0.188961
DE0009652396QVEXP1D1,2007-03-28 00:00:00,30 days,0.199592
DE0009652396QVEXP1D1,2007-03-29 00:00:00,30 days,0.184
DE0009652396QVEXP1D1,2007-03-30 00:00:00,30 days,0.177128
DE0009652396QVEXP1D1,2007-04-02 00:00:00,30 days,0.179004
DE0009652396QVEXP1D1,2007-04-03 00:00:00,30 days,0.164711
DE0009652396QVEXP1D1,2007-04-04 00:00:00,30 days,0.159959
DE0009652396QVEXP1D1,2007-04-05 00:00:00,30 days,0.157489
DE0009652396QVEXP1D1,2007-04-10 00:00:00,30 days,0.164497
DE0009652396QVEXP1D1,2007-04-11 00:00:00,30 days,0.180942
DE0009652396QVEXP1D1,2007-04-12 00:00:00,30 days,0.177261
DE0009652396QVEXP1D1,2007-04-13 00:00:00,30 days,0.171886
DE0009652396QVEXP1D1,2007-04-16 00:00:00,30 days,0.174482
DE0009652396QVEXP1D1,2007-04-17 00:00:00,30 days,0.176729
DE0009652396QVEXP1D1,2007-04-18 00:00:00,30 days,0.179906
DE0009652396QVEXP1D1,2007-04-19 00:00:00,30 days,0.187623
DE0009652396QVEXP1D1,2007-04-20 00:00:00,30 days,0.184817
DE0009652396QVEXP1D1,2007-04-23 00:00:00,30 days,0.186599
DE0009652396QVEXP1D1,2007-04-24 00:00:00,30 days,0.188886
DE0009652396QVEXP1D1,2007-04-25 00:00:00,30 days,0.180754
DE0009652396QVEXP1D1,2007-04-26 00:00:00,30 days,0.182169
DE0009652396QVEXP1D1,2007-04-27 00:00:00,30 days,0.183454
DE0009652396QVEXP1D1,2007-04-30 00:00:00,30 days,0.188263
DE0009652396QVEXP1D1,2007-05-02 00:00:00,30 days,0.188325
DE0009652396QVEXP1D1,2007-05-03 00:00:00,30 days,0.184029
DE0009652396QVEXP1D1,2007-05-04 00:00:00,30 days,0.176457
DE0009652396QVEXP1D1,2007-05-07 00:00:00,30 days,0.179401
DE0009652396QVEXP1D1,2007-05-08 00:00:00,30 days,0.185652
DE0009652396QVEXP1D1,2007-05-09 00:00:00,30 days,0.1818
DE0009652396QVEXP1D1,2007-05-10 00:00:00,30 days,0.188054
DE0009652396QVEXP1D1,2007-05-11 00:00:00,30 days,0.18334
DE0009652396QVEXP1D1,2007-05-14 00:00:00,30 days,0.189058
DE0009652396QVEXP1D1,2007-05-15 00:00:00,30 days,0.181259
DE0009652396QVEXP1D1,2007-05-16 00:00:00,30 days,0.177035
DE0009652396QVEXP1D1,2007-05-17 00:00:00,30 days,0.175379
DE0009652396QVEXP1D1,2007-05-18 00:00:00,30 days,0.161729
DE0009652396QVEXP1D1,2007-05-21 00:00:00,30 days,0.165157
DE0009652396QVEXP1D1,2007-05-22 00:00:00,30 days,0.162025
DE0009652396QVEXP1D1,2007-05-23 00:00:00,30 days,0.160024
DE0009652396QVEXP1D1,2007-05-24 00:00:00,30 days,0.17335
DE0009652396QVEXP1D1,2007-05-25 00:00:00,30 days,0.164596
DE0009652396QVEXP1D1,2007-05-29 00:00:00,30 days,0.171384
DE0009652396QVEXP1D1,2007-05-30 00:00:00,30 days,0.174452
DE0009652396QVEXP1D1,2007-05-31 00:00:00,30 days,0.167511
DE0009652396QVEXP1D1,2007-06-01 00:00:00,30 days,0.163358
DE0009652396QVEXP1D1,2007-06-04 00:00:00,30 days,0.179897
DE0009652396QVEXP1D1,2007-06-05 00:00:00,30 days,0.181926
DE0009652396QVEXP1D1,2007-06-06 00:00:00,30 days,0.205521
DE0009652396QVEXP1D1,2007-06-07 00:00:00,30 days,0.216933
DE0009652396QVEXP1D1,2007-06-08 00:00:00,30 days,0.211175
DE0009652396QVEXP1D1,2007-06-11 00:00:00,30 days,0.220907
DE0009652396QVEXP1D1,2007-06-12 00:00:00,30 days,0.23078
DE0009652396QVEXP1D1,2007-06-13 00:00:00,30 days,0.243528
DE0009652396QVEXP1D1,2007-06-14 00:00:00,30 days,0.27233
DE0009652396QVEXP1D1,2007-06-20 00:00:00,30 days,0.159749
DE0009652396QVEXP1D1,2007-06-21 00:00:00,30 days,0.169996
DE0009652396QVEXP1D1,2007-06-22 00:00:00,30 days,0.173467
DE0009652396QVEXP1D1,2007-06-25 00:00:00,30 days,0.178851
DE0009652396QVEXP1D1,2007-06-26 00:00:00,30 days,0.191159
DE0009652396QVEXP1D1,2007-06-27 00:00:00,30 days,0.191152
DE0009652396QVEXP1D1,2007-06-28 00:00:00,30 days,0.179461
DE0009652396QVEXP1D1,2007-06-29 00:00:00,30 days,0.170175
DE0009652396QVEXP1D1,2007-07-02 00:00:00,30 days,0.178582
DE0009652396QVEXP1D1,2007-07-03 00:00:00,30 days,0.170402
DE0009652396QVEXP1D1,2007-07-04 00:00:00,30 days,0.17106
DE0009652396QVEXP1D1,2007-07-05 00:00:00,30 days,0.183458
DE0009652396QVEXP1D1,2007-07-06 00:00:00,30 days,0.172784
DE0009652396QVEXP1D1,2007-07-09 00:00:00,30 days,0.180662
DE0009652396QVEXP1D1,2007-07-10 00:00:00,30 days,0.192645
DE0009652396QVEXP1D1,2007-07-11 00:00:00,30 days,0.196801
DE0009652396QVEXP1D1,2007-07-12 00:00:00,30 days,0.182426
DE0009652396QVEXP1D1,2007-07-13 00:00:00,30 days,0.18187
DE0009652396QVEXP1D1,2007-07-16 00:00:00,30 days,0.183972
DE0009652396QVEXP1D1,2007-07-17 00:00:00,30 days,0.184646
DE0009652396QVEXP1D1,2007-07-18 00:00:00,30 days,0.192758
DE0009652396QVEXP1D1,2007-07-19 00:00:00,30 days,0.178321
DE0009652396QVEXP1D1,2007-07-20 00:00:00,30 days,0.193459
DE0009652396QVEXP1D1,2007-07-23 00:00:00,30 days,0.193802
DE0009652396QVEXP1D1,2007-07-24 00:00:00,30 days,0.210058
DE0009652396QVEXP1D1,2007-07-25 00:00:00,30 days,0.226794
DE0009652396QVEXP1D1,2007-07-26 00:00:00,30 days,0.261317
DE0009652396QVEXP1D1,2007-07-27 00:00:00,30 days,0.25995
DE0009652396QVEXP1D1,2007-07-30 00:00:00,30 days,0.267498
DE0009652396QVEXP1D1,2007-07-31 00:00:00,30 days,0.243236
DE0009652396QVEXP1D1,2007-08-01 00:00:00,30 days,0.285832
DE0009652396QVEXP1D1,2007-08-02 00:00:00,30 days,0.254134
DE0009652396QVEXP1D1,2007-08-03 00:00:00,30 days,0.262715
DE0009652396QVEXP1D1,2007-08-06 00:00:00,30 days,0.275285
DE0009652396QVEXP1D1,2007-08-07 00:00:00,30 days,0.25651
DE0009652396QVEXP1D1,2007-08-08 00:00:00,30 days,0.230288
DE0009652396QVEXP1D1,2007-08-09 00:00:00,30 days,0.270792
DE0009652396QVEXP1D1,2007-08-10 00:00:00,30 days,0.329484
DE0009652396QVEXP1D1,2007-08-13 00:00:00,30 days,0.304794
DE0009652396QVEXP1D1,2007-08-14 00:00:00,30 days,0.331782
DE0009652396QVEXP1D1,2007-08-15 00:00:00,30 days,0.349974
DE0009652396QVEXP1D1,2007-08-16 00:00:00,30 days,0.435491
DE0009652396QVEXP1D1,2007-08-22 00:00:00,30 days,0.261707
DE0009652396QVEXP1D1,2007-08-23 00:00:00,30 days,0.260642
DE0009652396QVEXP1D1,2007-08-24 00:00:00,30 days,0.24121
DE0009652396QVEXP1D1,2007-08-27 00:00:00,30 days,0.247423
DE0009652396QVEXP1D1,2007-08-28 00:00:00,30 days,0.276282
DE0009652396QVEXP1D1,2007-08-29 00:00:00,30 days,0.265522
DE0009652396QVEXP1D1,2007-08-30 00:00:00,30 days,0.252947
DE0009652396QVEXP1D1,2007-08-31 00:00:00,30 days,0.247705
DE0009652396QVEXP1D1,2007-09-03 00:00:00,30 days,0.24597
DE0009652396QVEXP1D1,2007-09-04 00:00:00,30 days,0.23984
DE0009652396QVEXP1D1,2007-09-05 00:00:00,30 days,0.264601
DE0009652396QVEXP1D1,2007-09-06 00:00:00,30 days,0.262022
DE0009652396QVEXP1D1,2007-09-07 00:00:00,30 days,0.284565
DE0009652396QVEXP1D1,2007-09-10 00:00:00,30 days,0.302167
DE0009652396QVEXP1D1,2007-09-11 00:00:00,30 days,0.28577
DE0009652396QVEXP1D1,2007-09-12 00:00:00,30 days,0.277782
DE0009652396QVEXP1D1,2007-09-13 00:00:00,30 days,0.264806
DE0009652396QVEXP1D1,2007-09-14 00:00:00,30 days,0.272401
DE0009652396QVEXP1D1,2007-09-17 00:00:00,30 days,0.298655
DE0009652396QVEXP1D1,2007-09-18 00:00:00,30 days,0.281984
DE0009652396QVEXP1D1,2007-09-19 00:00:00,30 days,0.232355
DE0009652396QVEXP1D1,2007-09-20 00:00:00,30 days,0.223813
DE0009652396QVEXP1D1,2007-09-21 00:00:00,30 days,0.203861
DE0009652396QVEXP1D1,2007-09-24 00:00:00,30 days,0.20739
DE0009652396QVEXP1D1,2007-09-25 00:00:00,30 days,0.211196
DE0009652396QVEXP1D1,2007-09-26 00:00:00,30 days,0.199458
DE0009652396QVEXP1D1,2007-09-27 00:00:00,30 days,0.193855
DE0009652396QVEXP1D1,2007-09-28 00:00:00,30 days,0.200435
DE0009652396QVEXP1D1,2007-10-01 00:00:00,30 days,0.203591
DE0009652396QVEXP1D1,2007-10-02 00:00:00,30 days,0.205553
DE0009652396QVEXP1D1,2007-10-03 00:00:00,30 days,0.209096
DE0009652396QVEXP1D1,2007-10-04 00:00:00,30 days,0.204649
DE0009652396QVEXP1D1,2007-10-05 00:00:00,30 days,0.183543
DE0009652396QVEXP1D1,2007-10-08 00:00:00,30 days,0.188042
DE0009652396QVEXP1D1,2007-10-09 00:00:00,30 days,0.183334
DE0009652396QVEXP1D1,2007-10-10 00:00:00,30 days,0.18848
DE0009652396QVEXP1D1,2007-10-11 00:00:00,30 days,0.191364
DE0009652396QVEXP1D1,2007-10-12 00:00:00,30 days,0.192877
DE0009652396QVEXP1D1,2007-10-15 00:00:00,30 days,0.208821
DE0009652396QVEXP1D1,2007-10-16 00:00:00,30 days,0.210008
DE0009652396QVEXP1D1,2007-10-17 00:00:00,30 days,0.200922
DE0009652396QVEXP1D1,2007-10-18 00:00:00,30 days,0.199438
DE0009652396QVEXP1D1,2007-10-19 00:00:00,30 days,0.196921
DE0009652396QVEXP1D1,2007-10-22 00:00:00,30 days,0.234376
DE0009652396QVEXP1D1,2007-10-23 00:00:00,30 days,0.225076
DE0009652396QVEXP1D1,2007-10-24 00:00:00,30 days,0.227761
DE0009652396QVEXP1D1,2007-10-25 00:00:00,30 days,0.204156
DE0009652396QVEXP1D1,2007-10-26 00:00:00,30 days,0.197467
DE0009652396QVEXP1D1,2007-10-29 00:00:00,30 days,0.199357
DE0009652396QVEXP1D1,2007-10-30 00:00:00,30 days,0.212174
DE0009652396QVEXP1D1,2007-10-31 00:00:00,30 days,0.209516
DE0009652396QVEXP1D1,2007-11-01 00:00:00,30 days,0.219986
DE0009652396QVEXP1D1,2007-11-02 00:00:00,30 days,0.237842
DE0009652396QVEXP1D1,2007-11-05 00:00:00,30 days,0.255191
DE0009652396QVEXP1D1,2007-11-06 00:00:00,30 days,0.241755
DE0009652396QVEXP1D1,2007-11-07 00:00:00,30 days,0.252083
DE0009652396QVEXP1D1,2007-11-08 00:00:00,30 days,0.26586
DE0009652396QVEXP1D1,2007-11-09 00:00:00,30 days,0.289963
DE0009652396QVEXP1D1,2007-11-12 00:00:00,30 days,0.299917
DE0009652396QVEXP1D1,2007-11-13 00:00:00,30 days,0.290283
DE0009652396QVEXP1D1,2007-11-14 00:00:00,30 days,0.306529
DE0009652396QVEXP1D1,2007-11-15 00:00:00,30 days,0.351995
DE0009652396QVEXP1D1,2007-11-21 00:00:00,30 days,0.262478
DE0009652396QVEXP1D1,2007-11-22 00:00:00,30 days,0.251977
DE0009652396QVEXP1D1,2007-11-23 00:00:00,30 days,0.241958
DE0009652396QVEXP1D1,2007-11-26 00:00:00,30 days,0.255507
DE0009652396QVEXP1D1,2007-11-27 00:00:00,30 days,0.25018
DE0009652396QVEXP1D1,2007-11-28 00:00:00,30 days,0.230773
DE0009652396QVEXP1D1,2007-11-29 00:00:00,30 days,0.223632
